x,y,N,tolerance,club_agreement,aim_agreement,median_aim,n_seeds
-17.77777777777778,258.0332649364373,20,1,0.95,0.29,-4.0,100
-17.77777777777778,258.0332649364373,20,2,0.95,0.78,-4.0,100
-17.77777777777778,258.0332649364373,20,3,0.95,0.78,-4.0,100
-17.77777777777778,258.0332649364373,30,1,0.98,0.28,-4.0,100
-17.77777777777778,258.0332649364373,30,2,0.98,0.83,-4.0,100
-17.77777777777778,258.0332649364373,30,3,0.98,0.83,-4.0,100
-17.77777777777778,258.0332649364373,50,1,1.0,0.36,-4.0,100
-17.77777777777778,258.0332649364373,50,2,1.0,0.88,-4.0,100
-17.77777777777778,258.0332649364373,50,3,1.0,0.88,-4.0,100
-17.77777777777778,258.0332649364373,100,1,1.0,0.34,-4.0,100
-17.77777777777778,258.0332649364373,100,2,1.0,0.95,-4.0,100
-17.77777777777778,258.0332649364373,100,3,1.0,0.95,-4.0,100
-17.77777777777778,258.0332649364373,150,1,1.0,0.41,-4.0,100
-17.77777777777778,258.0332649364373,150,2,1.0,0.98,-4.0,100
-17.77777777777778,258.0332649364373,150,3,1.0,0.98,-4.0,100
-17.77777777777778,258.0332649364373,200,1,1.0,0.42,-4.0,100
-17.77777777777778,258.0332649364373,200,2,1.0,0.96,-4.0,100
-17.77777777777778,258.0332649364373,200,3,1.0,0.96,-4.0,100
-17.77777777777778,258.0332649364373,250,1,1.0,0.5,-4.0,100
-17.77777777777778,258.0332649364373,250,2,1.0,0.97,-4.0,100
-17.77777777777778,258.0332649364373,250,3,1.0,0.97,-4.0,100
-17.77777777777778,258.0332649364373,300,1,1.0,0.52,-4.0,100
-17.77777777777778,258.0332649364373,300,2,1.0,0.99,-4.0,100
-17.77777777777778,258.0332649364373,300,3,1.0,0.99,-4.0,100
-17.77777777777778,266.7013176421222,10,1,1.0,0.36,0.0,100
-17.77777777777778,266.7013176421222,10,2,1.0,0.79,0.0,100
-17.77777777777778,266.7013176421222,10,3,1.0,0.79,0.0,100
-17.77777777777778,266.7013176421222,20,1,1.0,0.39,0.0,100
-17.77777777777778,266.7013176421222,20,2,1.0,0.87,0.0,100
-17.77777777777778,266.7013176421222,20,3,1.0,0.87,0.0,100
-17.77777777777778,266.7013176421222,30,1,1.0,0.4,0.0,100
-17.77777777777778,266.7013176421222,30,2,1.0,0.83,0.0,100
-17.77777777777778,266.7013176421222,30,3,1.0,0.83,0.0,100
-17.77777777777778,266.7013176421222,50,1,1.0,0.45,0.0,100
-17.77777777777778,266.7013176421222,50,2,1.0,0.85,0.0,100
-17.77777777777778,266.7013176421222,50,3,1.0,0.85,0.0,100
-17.77777777777778,266.7013176421222,100,1,1.0,0.5,0.0,100
-17.77777777777778,266.7013176421222,100,2,1.0,0.92,0.0,100
-17.77777777777778,266.7013176421222,100,3,1.0,0.92,0.0,100
-17.77777777777778,266.7013176421222,150,1,1.0,0.49,-2.0,100
-17.77777777777778,266.7013176421222,150,2,1.0,0.99,-2.0,100
-17.77777777777778,266.7013176421222,150,3,1.0,0.99,-2.0,100
-17.77777777777778,266.7013176421222,200,1,1.0,0.52,-2.0,100
-17.77777777777778,266.7013176421222,200,2,1.0,0.99,-2.0,100
-17.77777777777778,266.7013176421222,200,3,1.0,0.99,-2.0,100
-17.77777777777778,266.7013176421222,250,1,1.0,0.53,-2.0,100
-17.77777777777778,266.7013176421222,250,2,1.0,1.0,-2.0,100
-17.77777777777778,266.7013176421222,250,3,1.0,1.0,-2.0,100
-17.77777777777778,266.7013176421222,300,1,1.0,0.55,-2.0,100
-17.77777777777778,266.7013176421222,300,2,1.0,1.0,-2.0,100
-17.77777777777778,266.7013176421222,300,3,1.0,1.0,-2.0,100
-17.77777777777778,275.3693703478071,10,1,1.0,0.38,-4.0,100
-17.77777777777778,275.3693703478071,10,2,1.0,0.78,-4.0,100
-17.77777777777778,275.3693703478071,10,3,1.0,0.78,-4.0,100
-17.77777777777778,275.3693703478071,20,1,1.0,0.41,-4.0,100
-17.77777777777778,275.3693703478071,20,2,1.0,0.87,-4.0,100
-17.77777777777778,275.3693703478071,20,3,1.0,0.87,-4.0,100
-17.77777777777778,275.3693703478071,30,1,1.0,0.5,-4.0,100
-17.77777777777778,275.3693703478071,30,2,1.0,0.89,-4.0,100
-17.77777777777778,275.3693703478071,30,3,1.0,0.89,-4.0,100
-17.77777777777778,275.3693703478071,50,1,1.0,0.42,-4.0,100
-17.77777777777778,275.3693703478071,50,2,1.0,0.89,-4.0,100
-17.77777777777778,275.3693703478071,50,3,1.0,0.89,-4.0,100
-17.77777777777778,275.3693703478071,100,1,1.0,0.5,-4.0,100
-17.77777777777778,275.3693703478071,100,2,1.0,0.96,-4.0,100
-17.77777777777778,275.3693703478071,100,3,1.0,0.96,-4.0,100
-17.77777777777778,275.3693703478071,150,1,1.0,0.59,-4.0,100
-17.77777777777778,275.3693703478071,150,2,1.0,0.99,-4.0,100
-17.77777777777778,275.3693703478071,150,3,1.0,0.99,-4.0,100
-17.77777777777778,275.3693703478071,200,1,1.0,0.58,-4.0,100
-17.77777777777778,275.3693703478071,200,2,1.0,1.0,-4.0,100
-17.77777777777778,275.3693703478071,200,3,1.0,1.0,-4.0,100
-17.77777777777778,275.3693703478071,250,1,1.0,0.63,-4.0,100
-17.77777777777778,275.3693703478071,250,2,1.0,1.0,-4.0,100
-17.77777777777778,275.3693703478071,250,3,1.0,1.0,-4.0,100
-17.77777777777778,275.3693703478071,300,1,1.0,0.68,-4.0,100
-17.77777777777778,275.3693703478071,300,2,1.0,1.0,-4.0,100
-17.77777777777778,275.3693703478071,300,3,1.0,1.0,-4.0,100
-17.77777777777778,284.037423053492,10,1,0.91,0.38,-2.0,100
-17.77777777777778,284.037423053492,10,2,0.91,0.94,-2.0,100
-17.77777777777778,284.037423053492,10,3,0.91,0.94,-2.0,100
-17.77777777777778,284.037423053492,20,1,0.97,0.45,-2.0,100
-17.77777777777778,284.037423053492,20,2,0.97,0.94,-2.0,100
-17.77777777777778,284.037423053492,20,3,0.97,0.94,-2.0,100
-17.77777777777778,284.037423053492,30,1,0.99,0.42,-2.0,100
-17.77777777777778,284.037423053492,30,2,0.99,0.97,-2.0,100
-17.77777777777778,284.037423053492,30,3,0.99,0.97,-2.0,100
-17.77777777777778,284.037423053492,50,1,1.0,0.55,-2.0,100
-17.77777777777778,284.037423053492,50,2,1.0,0.98,-2.0,100
-17.77777777777778,284.037423053492,50,3,1.0,0.98,-2.0,100
-17.77777777777778,284.037423053492,100,1,1.0,0.65,-2.0,100
-17.77777777777778,284.037423053492,100,2,1.0,0.99,-2.0,100
-17.77777777777778,284.037423053492,100,3,1.0,0.99,-2.0,100
-17.77777777777778,284.037423053492,150,1,1.0,0.72,-2.0,100
-17.77777777777778,284.037423053492,150,2,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,150,3,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,200,1,1.0,0.77,-2.0,100
-17.77777777777778,284.037423053492,200,2,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,200,3,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,250,1,1.0,0.8,-2.0,100
-17.77777777777778,284.037423053492,250,2,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,250,3,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,300,1,1.0,0.81,-2.0,100
-17.77777777777778,284.037423053492,300,2,1.0,1.0,-2.0,100
-17.77777777777778,284.037423053492,300,3,1.0,1.0,-2.0,100
-6.666666666666671,50.0,10,1,0.72,0.15,14.0,100
-6.666666666666671,50.0,10,2,0.72,0.32,14.0,100
-6.666666666666671,50.0,10,3,0.72,0.32,14.0,100
-6.666666666666671,50.0,20,1,0.95,0.14,14.0,100
-6.666666666666671,50.0,20,2,0.95,0.37,14.0,100
-6.666666666666671,50.0,20,3,0.95,0.37,14.0,100
-6.666666666666671,50.0,30,1,0.99,0.2,14.0,100
-6.666666666666671,50.0,30,2,0.99,0.45,14.0,100
-6.666666666666671,50.0,30,3,0.99,0.45,14.0,100
-6.666666666666671,50.0,50,1,1.0,0.13,16.0,100
-6.666666666666671,50.0,50,2,1.0,0.47,16.0,100
-6.666666666666671,50.0,50,3,1.0,0.47,16.0,100
-6.666666666666671,50.0,100,1,1.0,0.24,18.0,100
-6.666666666666671,50.0,100,2,1.0,0.67,18.0,100
-6.666666666666671,50.0,100,3,1.0,0.67,18.0,100
-6.666666666666671,50.0,150,1,1.0,0.27,18.0,100
-6.666666666666671,50.0,150,2,1.0,0.74,18.0,100
-6.666666666666671,50.0,150,3,1.0,0.74,18.0,100
-6.666666666666671,50.0,200,1,1.0,0.25,18.0,100
-6.666666666666671,50.0,200,2,1.0,0.77,18.0,100
-6.666666666666671,50.0,200,3,1.0,0.77,18.0,100
-6.666666666666671,50.0,250,1,1.0,0.25,18.0,100
-6.666666666666671,50.0,250,2,1.0,0.85,18.0,100
-6.666666666666671,50.0,250,3,1.0,0.85,18.0,100
-6.666666666666671,50.0,300,1,1.0,0.29,18.0,100
-6.666666666666671,50.0,300,2,1.0,0.85,18.0,100
-6.666666666666671,50.0,300,3,1.0,0.85,18.0,100
-6.666666666666671,58.668052705684886,10,1,0.81,0.19,16.0,100
-6.666666666666671,58.668052705684886,10,2,0.81,0.49,16.0,100
-6.666666666666671,58.668052705684886,10,3,0.81,0.49,16.0,100
-6.666666666666671,58.668052705684886,20,1,0.8,0.16,16.0,100
-6.666666666666671,58.668052705684886,20,2,0.8,0.41,16.0,100
-6.666666666666671,58.668052705684886,20,3,0.8,0.41,16.0,100
-6.666666666666671,58.668052705684886,30,1,0.66,0.17,16.0,100
-6.666666666666671,58.668052705684886,30,2,0.66,0.52,16.0,100
-6.666666666666671,58.668052705684886,30,3,0.66,0.52,16.0,100
-6.666666666666671,58.668052705684886,50,1,0.66,0.2,18.0,100
-6.666666666666671,58.668052705684886,50,2,0.66,0.7,18.0,100
-6.666666666666671,58.668052705684886,50,3,0.66,0.7,18.0,100
-6.666666666666671,58.668052705684886,100,1,0.55,0.25,18.0,100
-6.666666666666671,58.668052705684886,100,2,0.55,0.76,18.0,100
-6.666666666666671,58.668052705684886,100,3,0.55,0.76,18.0,100
-6.666666666666671,58.668052705684886,150,1,0.63,0.25,18.0,100
-6.666666666666671,58.668052705684886,150,2,0.63,0.84,18.0,100
-6.666666666666671,58.668052705684886,150,3,0.63,0.84,18.0,100
-6.666666666666671,58.668052705684886,200,1,0.64,0.38,18.0,100
-6.666666666666671,58.668052705684886,200,2,0.64,0.9,18.0,100
-6.666666666666671,58.668052705684886,200,3,0.64,0.9,18.0,100
-6.666666666666671,58.668052705684886,250,1,0.77,0.29,18.0,100
-6.666666666666671,58.668052705684886,250,2,0.77,0.87,18.0,100
-6.666666666666671,58.668052705684886,250,3,0.77,0.87,18.0,100
-6.666666666666671,58.668052705684886,300,1,0.75,0.32,18.0,100
-6.666666666666671,58.668052705684886,300,2,0.75,0.9,18.0,100
-6.666666666666671,58.668052705684886,300,3,0.75,0.9,18.0,100
-6.666666666666671,67.33610541136977,10,1,0.54,0.11,14.0,100
-6.666666666666671,67.33610541136977,10,2,0.54,0.37,14.0,100
-6.666666666666671,67.33610541136977,10,3,0.54,0.37,14.0,100
-6.666666666666671,67.33610541136977,20,1,0.54,0.09,14.0,100
-6.666666666666671,67.33610541136977,20,2,0.54,0.3,14.0,100
-6.666666666666671,67.33610541136977,20,3,0.54,0.3,14.0,100
-6.666666666666671,67.33610541136977,30,1,0.74,0.12,16.0,100
-6.666666666666671,67.33610541136977,30,2,0.74,0.4,16.0,100
-6.666666666666671,67.33610541136977,30,3,0.74,0.4,16.0,100
-6.666666666666671,67.33610541136977,50,1,0.91,0.21,18.0,100
-6.666666666666671,67.33610541136977,50,2,0.91,0.73,18.0,100
-6.666666666666671,67.33610541136977,50,3,0.91,0.73,18.0,100
-6.666666666666671,67.33610541136977,100,1,0.98,0.28,18.0,100
-6.666666666666671,67.33610541136977,100,2,0.98,0.84,18.0,100
-6.666666666666671,67.33610541136977,100,3,0.98,0.84,18.0,100
-6.666666666666671,67.33610541136977,150,1,1.0,0.26,18.0,100
-6.666666666666671,67.33610541136977,150,2,1.0,0.87,18.0,100
-6.666666666666671,67.33610541136977,150,3,1.0,0.87,18.0,100
-6.666666666666671,67.33610541136977,200,1,1.0,0.26,18.0,100
-6.666666666666671,67.33610541136977,200,2,1.0,0.88,18.0,100
-6.666666666666671,67.33610541136977,200,3,1.0,0.88,18.0,100
-6.666666666666671,67.33610541136977,250,1,1.0,0.27,18.0,100
-6.666666666666671,67.33610541136977,250,2,1.0,0.88,18.0,100
-6.666666666666671,67.33610541136977,250,3,1.0,0.88,18.0,100
-6.666666666666671,67.33610541136977,300,1,1.0,0.78,19.0,100
-6.666666666666671,67.33610541136977,300,2,1.0,0.78,19.0,100
-6.666666666666671,67.33610541136977,300,3,1.0,0.89,19.0,100
-6.666666666666671,76.00415811705466,10,1,0.71,0.14,14.0,100
-6.666666666666671,76.00415811705466,10,2,0.71,0.35,14.0,100
-6.666666666666671,76.00415811705466,10,3,0.71,0.35,14.0,100
-6.666666666666671,76.00415811705466,20,1,0.88,0.14,16.0,100
-6.666666666666671,76.00415811705466,20,2,0.88,0.37,16.0,100
-6.666666666666671,76.00415811705466,20,3,0.88,0.37,16.0,100
-6.666666666666671,76.00415811705466,30,1,0.93,0.16,16.0,100
-6.666666666666671,76.00415811705466,30,2,0.93,0.42,16.0,100
-6.666666666666671,76.00415811705466,30,3,0.93,0.42,16.0,100
-6.666666666666671,76.00415811705466,50,1,0.96,0.19,18.0,100
-6.666666666666671,76.00415811705466,50,2,0.96,0.71,18.0,100
-6.666666666666671,76.00415811705466,50,3,0.96,0.71,18.0,100
-6.666666666666671,76.00415811705466,100,1,0.98,0.23,18.0,100
-6.666666666666671,76.00415811705466,100,2,0.98,0.82,18.0,100
-6.666666666666671,76.00415811705466,100,3,0.98,0.82,18.0,100
-6.666666666666671,76.00415811705466,150,1,1.0,0.22,18.0,100
-6.666666666666671,76.00415811705466,150,2,1.0,0.89,18.0,100
-6.666666666666671,76.00415811705466,150,3,1.0,0.89,18.0,100
-6.666666666666671,76.00415811705466,200,1,1.0,0.24,18.0,100
-6.666666666666671,76.00415811705466,200,2,1.0,0.92,18.0,100
-6.666666666666671,76.00415811705466,200,3,1.0,0.92,18.0,100
-6.666666666666671,76.00415811705466,250,1,1.0,0.76,19.0,100
-6.666666666666671,76.00415811705466,250,2,1.0,0.76,19.0,100
-6.666666666666671,76.00415811705466,250,3,1.0,0.96,19.0,100
-6.666666666666671,76.00415811705466,300,1,1.0,0.51,20.0,100
-6.666666666666671,76.00415811705466,300,2,1.0,0.75,20.0,100
-6.666666666666671,76.00415811705466,300,3,1.0,0.75,20.0,100
-6.666666666666671,84.67221082273954,10,1,0.64,0.13,16.0,100
-6.666666666666671,84.67221082273954,10,2,0.64,0.53,16.0,100
-6.666666666666671,84.67221082273954,10,3,0.64,0.53,16.0,100
-6.666666666666671,84.67221082273954,20,1,0.79,0.13,16.0,100
-6.666666666666671,84.67221082273954,20,2,0.79,0.55,16.0,100
-6.666666666666671,84.67221082273954,20,3,0.79,0.55,16.0,100
-6.666666666666671,84.67221082273954,30,1,0.8,0.28,18.0,100
-6.666666666666671,84.67221082273954,30,2,0.8,0.65,18.0,100
-6.666666666666671,84.67221082273954,30,3,0.8,0.65,18.0,100
-6.666666666666671,84.67221082273954,50,1,0.85,0.29,18.0,100
-6.666666666666671,84.67221082273954,50,2,0.85,0.66,18.0,100
-6.666666666666671,84.67221082273954,50,3,0.85,0.66,18.0,100
-6.666666666666671,84.67221082273954,100,1,0.96,0.31,18.0,100
-6.666666666666671,84.67221082273954,100,2,0.96,0.75,18.0,100
-6.666666666666671,84.67221082273954,100,3,0.96,0.75,18.0,100
-6.666666666666671,84.67221082273954,150,1,1.0,0.37,18.0,100
-6.666666666666671,84.67221082273954,150,2,1.0,0.81,18.0,100
-6.666666666666671,84.67221082273954,150,3,1.0,0.81,18.0,100
-6.666666666666671,84.67221082273954,200,1,1.0,0.3,18.0,100
-6.666666666666671,84.67221082273954,200,2,1.0,0.87,18.0,100
-6.666666666666671,84.67221082273954,200,3,1.0,0.87,18.0,100
-6.666666666666671,84.67221082273954,250,1,1.0,0.3,18.0,100
-6.666666666666671,84.67221082273954,250,2,1.0,0.9,18.0,100
-6.666666666666671,84.67221082273954,250,3,1.0,0.9,18.0,100
-6.666666666666671,84.67221082273954,300,1,1.0,0.32,18.0,100
-6.666666666666671,84.67221082273954,300,2,1.0,0.87,18.0,100
-6.666666666666671,84.67221082273954,300,3,1.0,0.87,18.0,100
-6.666666666666671,93.34026352842444,10,1,0.47,0.12,14.0,100
-6.666666666666671,93.34026352842444,10,2,0.47,0.35,14.0,100
-6.666666666666671,93.34026352842444,10,3,0.47,0.35,14.0,100
-6.666666666666671,93.34026352842444,20,1,0.62,0.19,16.0,100
-6.666666666666671,93.34026352842444,20,2,0.62,0.51,16.0,100
-6.666666666666671,93.34026352842444,20,3,0.62,0.51,16.0,100
-6.666666666666671,93.34026352842444,30,1,0.64,0.2,16.0,100
-6.666666666666671,93.34026352842444,30,2,0.64,0.53,16.0,100
-6.666666666666671,93.34026352842444,30,3,0.64,0.53,16.0,100
-6.666666666666671,93.34026352842444,50,1,0.68,0.2,16.0,100
-6.666666666666671,93.34026352842444,50,2,0.68,0.47,16.0,100
-6.666666666666671,93.34026352842444,50,3,0.68,0.47,16.0,100
-6.666666666666671,93.34026352842444,100,1,0.76,0.28,18.0,100
-6.666666666666671,93.34026352842444,100,2,0.76,0.71,18.0,100
-6.666666666666671,93.34026352842444,100,3,0.76,0.71,18.0,100
-6.666666666666671,93.34026352842444,150,1,0.78,0.28,18.0,100
-6.666666666666671,93.34026352842444,150,2,0.78,0.81,18.0,100
-6.666666666666671,93.34026352842444,150,3,0.78,0.81,18.0,100
-6.666666666666671,93.34026352842444,200,1,0.82,0.27,18.0,100
-6.666666666666671,93.34026352842444,200,2,0.82,0.89,18.0,100
-6.666666666666671,93.34026352842444,200,3,0.82,0.89,18.0,100
-6.666666666666671,93.34026352842444,250,1,0.85,0.22,18.0,100
-6.666666666666671,93.34026352842444,250,2,0.85,0.88,18.0,100
-6.666666666666671,93.34026352842444,250,3,0.85,0.88,18.0,100
-6.666666666666671,93.34026352842444,300,1,0.85,0.25,18.0,100
-6.666666666666671,93.34026352842444,300,2,0.85,0.89,18.0,100
-6.666666666666671,93.34026352842444,300,3,0.85,0.89,18.0,100
-6.666666666666671,102.00831623410932,10,1,0.87,0.08,-2.0,100
-6.666666666666671,102.00831623410932,10,2,0.87,0.19,-2.0,100
-6.666666666666671,102.00831623410932,10,3,0.87,0.19,-2.0,100
-6.666666666666671,102.00831623410932,20,1,0.79,0.09,-9.0,100
-6.666666666666671,102.00831623410932,20,2,0.79,0.09,-9.0,100
-6.666666666666671,102.00831623410932,20,3,0.79,0.17,-9.0,100
-6.666666666666671,102.00831623410932,30,1,0.73,0.05,-10.0,100
-6.666666666666671,102.00831623410932,30,2,0.73,0.13,-10.0,100
-6.666666666666671,102.00831623410932,30,3,0.73,0.13,-10.0,100
-6.666666666666671,102.00831623410932,50,1,0.6,0.03,-8.0,100
-6.666666666666671,102.00831623410932,50,2,0.6,0.12,-8.0,100
-6.666666666666671,102.00831623410932,50,3,0.6,0.12,-8.0,100
-6.666666666666671,102.00831623410932,100,1,0.41,0.1,12.0,100
-6.666666666666671,102.00831623410932,100,2,0.41,0.18,12.0,100
-6.666666666666671,102.00831623410932,100,3,0.41,0.18,12.0,100
-6.666666666666671,102.00831623410932,150,1,0.49,0.07,14.0,100
-6.666666666666671,102.00831623410932,150,2,0.49,0.25,14.0,100
-6.666666666666671,102.00831623410932,150,3,0.49,0.25,14.0,100
-6.666666666666671,102.00831623410932,200,1,0.56,0.23,15.0,100
-6.666666666666671,102.00831623410932,200,2,0.56,0.23,15.0,100
-6.666666666666671,102.00831623410932,200,3,0.56,0.46,15.0,100
-6.666666666666671,102.00831623410932,250,1,0.55,0.13,16.0,100
-6.666666666666671,102.00831623410932,250,2,0.55,0.41,16.0,100
-6.666666666666671,102.00831623410932,250,3,0.55,0.41,16.0,100
-6.666666666666671,102.00831623410932,300,1,0.6,0.15,16.0,100
-6.666666666666671,102.00831623410932,300,2,0.6,0.43,16.0,100
-6.666666666666671,102.00831623410932,300,3,0.6,0.43,16.0,100
-6.666666666666671,110.67636893979422,10,1,0.88,0.07,-10.0,100
-6.666666666666671,110.67636893979422,10,2,0.88,0.21,-10.0,100
-6.666666666666671,110.67636893979422,10,3,0.88,0.21,-10.0,100
-6.666666666666671,110.67636893979422,20,1,0.81,0.09,-14.0,100
-6.666666666666671,110.67636893979422,20,2,0.81,0.25,-14.0,100
-6.666666666666671,110.67636893979422,20,3,0.81,0.25,-14.0,100
-6.666666666666671,110.67636893979422,30,1,0.79,0.21,-15.0,100
-6.666666666666671,110.67636893979422,30,2,0.79,0.21,-15.0,100
-6.666666666666671,110.67636893979422,30,3,0.79,0.46,-15.0,100
-6.666666666666671,110.67636893979422,50,1,0.73,0.07,-14.0,100
-6.666666666666671,110.67636893979422,50,2,0.73,0.27,-14.0,100
-6.666666666666671,110.67636893979422,50,3,0.73,0.27,-14.0,100
-6.666666666666671,110.67636893979422,100,1,0.65,0.12,-16.0,100
-6.666666666666671,110.67636893979422,100,2,0.65,0.37,-16.0,100
-6.666666666666671,110.67636893979422,100,3,0.65,0.37,-16.0,100
-6.666666666666671,110.67636893979422,150,1,0.61,0.15,-16.0,100
-6.666666666666671,110.67636893979422,150,2,0.61,0.36,-16.0,100
-6.666666666666671,110.67636893979422,150,3,0.61,0.36,-16.0,100
-6.666666666666671,110.67636893979422,200,1,0.66,0.27,-18.0,100
-6.666666666666671,110.67636893979422,200,2,0.66,0.64,-18.0,100
-6.666666666666671,110.67636893979422,200,3,0.66,0.64,-18.0,100
-6.666666666666671,110.67636893979422,250,1,0.62,0.32,-17.0,100
-6.666666666666671,110.67636893979422,250,2,0.62,0.32,-17.0,100
-6.666666666666671,110.67636893979422,250,3,0.62,0.66,-17.0,100
-6.666666666666671,110.67636893979422,300,1,0.66,0.24,-18.0,100
-6.666666666666671,110.67636893979422,300,2,0.66,0.65,-18.0,100
-6.666666666666671,110.67636893979422,300,3,0.66,0.65,-18.0,100
-6.666666666666671,119.3444216454791,10,1,0.9,0.09,-14.0,100
-6.666666666666671,119.3444216454791,10,2,0.9,0.25,-14.0,100
-6.666666666666671,119.3444216454791,10,3,0.9,0.25,-14.0,100
-6.666666666666671,119.3444216454791,20,1,0.9,0.15,-16.0,100
-6.666666666666671,119.3444216454791,20,2,0.9,0.44,-16.0,100
-6.666666666666671,119.3444216454791,20,3,0.9,0.44,-16.0,100
-6.666666666666671,119.3444216454791,30,1,0.91,0.13,-16.0,100
-6.666666666666671,119.3444216454791,30,2,0.91,0.4,-16.0,100
-6.666666666666671,119.3444216454791,30,3,0.91,0.4,-16.0,100
-6.666666666666671,119.3444216454791,50,1,0.88,0.19,-18.0,100
-6.666666666666671,119.3444216454791,50,2,0.88,0.68,-18.0,100
-6.666666666666671,119.3444216454791,50,3,0.88,0.68,-18.0,100
-6.666666666666671,119.3444216454791,100,1,0.94,0.28,-18.0,100
-6.666666666666671,119.3444216454791,100,2,0.94,0.8,-18.0,100
-6.666666666666671,119.3444216454791,100,3,0.94,0.8,-18.0,100
-6.666666666666671,119.3444216454791,150,1,0.97,0.37,-18.0,100
-6.666666666666671,119.3444216454791,150,2,0.97,0.9,-18.0,100
-6.666666666666671,119.3444216454791,150,3,0.97,0.9,-18.0,100
-6.666666666666671,119.3444216454791,200,1,1.0,0.36,-18.0,100
-6.666666666666671,119.3444216454791,200,2,1.0,0.91,-18.0,100
-6.666666666666671,119.3444216454791,200,3,1.0,0.91,-18.0,100
-6.666666666666671,119.3444216454791,250,1,0.98,0.37,-18.0,100
-6.666666666666671,119.3444216454791,250,2,0.98,0.93,-18.0,100
-6.666666666666671,119.3444216454791,250,3,0.98,0.93,-18.0,100
-6.666666666666671,119.3444216454791,300,1,0.98,0.52,-20.0,100
-6.666666666666671,119.3444216454791,300,2,0.98,0.87,-20.0,100
-6.666666666666671,119.3444216454791,300,3,0.98,0.87,-20.0,100
-6.666666666666671,128.01247435116397,10,1,0.99,0.11,-14.0,100
-6.666666666666671,128.01247435116397,10,2,0.99,0.35,-14.0,100
-6.666666666666671,128.01247435116397,10,3,0.99,0.35,-14.0,100
-6.666666666666671,128.01247435116397,20,1,0.97,0.23,-16.0,100
-6.666666666666671,128.01247435116397,20,2,0.97,0.51,-16.0,100
-6.666666666666671,128.01247435116397,20,3,0.97,0.51,-16.0,100
-6.666666666666671,128.01247435116397,30,1,0.95,0.22,-16.0,100
-6.666666666666671,128.01247435116397,30,2,0.95,0.56,-16.0,100
-6.666666666666671,128.01247435116397,30,3,0.95,0.56,-16.0,100
-6.666666666666671,128.01247435116397,50,1,0.98,0.22,-18.0,100
-6.666666666666671,128.01247435116397,50,2,0.98,0.75,-18.0,100
-6.666666666666671,128.01247435116397,50,3,0.98,0.75,-18.0,100
-6.666666666666671,128.01247435116397,100,1,1.0,0.22,-18.0,100
-6.666666666666671,128.01247435116397,100,2,1.0,0.84,-18.0,100
-6.666666666666671,128.01247435116397,100,3,1.0,0.84,-18.0,100
-6.666666666666671,128.01247435116397,150,1,1.0,0.21,-18.0,100
-6.666666666666671,128.01247435116397,150,2,1.0,0.87,-18.0,100
-6.666666666666671,128.01247435116397,150,3,1.0,0.87,-18.0,100
-6.666666666666671,128.01247435116397,200,1,1.0,0.72,-19.0,100
-6.666666666666671,128.01247435116397,200,2,1.0,0.72,-19.0,100
-6.666666666666671,128.01247435116397,200,3,1.0,0.91,-19.0,100
-6.666666666666671,128.01247435116397,250,1,1.0,0.29,-18.0,100
-6.666666666666671,128.01247435116397,250,2,1.0,0.93,-18.0,100
-6.666666666666671,128.01247435116397,250,3,1.0,0.93,-18.0,100
-6.666666666666671,128.01247435116397,300,1,1.0,0.55,-20.0,100
-6.666666666666671,128.01247435116397,300,2,1.0,0.8,-20.0,100
-6.666666666666671,128.01247435116397,300,3,1.0,0.8,-20.0,100
-6.666666666666671,136.68052705684886,10,1,1.0,0.13,-12.0,100
-6.666666666666671,136.68052705684886,10,2,1.0,0.36,-12.0,100
-6.666666666666671,136.68052705684886,10,3,1.0,0.36,-12.0,100
-6.666666666666671,136.68052705684886,20,1,1.0,0.12,-14.0,100
-6.666666666666671,136.68052705684886,20,2,1.0,0.33,-14.0,100
-6.666666666666671,136.68052705684886,20,3,1.0,0.33,-14.0,100
-6.666666666666671,136.68052705684886,30,1,1.0,0.17,-14.0,100
-6.666666666666671,136.68052705684886,30,2,1.0,0.47,-14.0,100
-6.666666666666671,136.68052705684886,30,3,1.0,0.47,-14.0,100
-6.666666666666671,136.68052705684886,50,1,1.0,0.16,-16.0,100
-6.666666666666671,136.68052705684886,50,2,1.0,0.46,-16.0,100
-6.666666666666671,136.68052705684886,50,3,1.0,0.46,-16.0,100
-6.666666666666671,136.68052705684886,100,1,1.0,0.33,-18.0,100
-6.666666666666671,136.68052705684886,100,2,1.0,0.71,-18.0,100
-6.666666666666671,136.68052705684886,100,3,1.0,0.71,-18.0,100
-6.666666666666671,136.68052705684886,150,1,1.0,0.27,-18.0,100
-6.666666666666671,136.68052705684886,150,2,1.0,0.77,-18.0,100
-6.666666666666671,136.68052705684886,150,3,1.0,0.77,-18.0,100
-6.666666666666671,136.68052705684886,200,1,1.0,0.28,-18.0,100
-6.666666666666671,136.68052705684886,200,2,1.0,0.79,-18.0,100
-6.666666666666671,136.68052705684886,200,3,1.0,0.79,-18.0,100
-6.666666666666671,136.68052705684886,250,1,1.0,0.32,-18.0,100
