x,y,N,club_agreement,aim_agreement,joint_agreement,n_seeds
15.555555555555555,206.024948702328,20,0.91,0.2,0.2,100
15.555555555555555,214.6930014080129,20,0.98,0.22,0.22,100
15.555555555555555,223.36105411369775,20,0.63,0.25,0.15,100
15.555555555555555,232.02910681938263,20,0.95,0.25,0.25,100
15.555555555555555,240.69715952506752,20,1.0,0.32,0.32,100
15.555555555555555,249.3652122307524,20,1.0,0.34,0.34,100
15.555555555555555,258.0332649364373,20,0.89,0.34,0.29,100
15.555555555555555,266.7013176421222,20,1.0,0.33,0.33,100
15.555555555555555,275.3693703478071,20,1.0,0.38,0.38,100
15.555555555555555,284.037423053492,20,1.0,0.49,0.49,100
26.666666666666657,50.0,20,0.7,0.12,0.1,100
26.666666666666657,58.668052705684886,20,0.93,0.13,0.13,100
26.666666666666657,67.33610541136977,20,0.66,0.13,0.08,100
26.666666666666657,76.00415811705466,20,0.9,0.11,0.11,100
26.666666666666657,84.67221082273954,20,0.67,0.11,0.08,100
26.666666666666657,93.34026352842444,20,1.0,0.31,0.31,100
26.666666666666657,102.00831623410932,20,1.0,0.19,0.19,100
26.666666666666657,110.67636893979422,20,1.0,0.16,0.16,100
26.666666666666657,119.3444216454791,20,1.0,0.15,0.15,100
26.666666666666657,128.01247435116397,20,0.54,0.11,0.09,100
26.666666666666657,136.68052705684886,20,1.0,0.25,0.25,100
26.666666666666657,145.34857976253377,20,0.73,0.17,0.13,100
26.666666666666657,154.01663246821866,20,0.91,0.16,0.16,100
26.666666666666657,162.68468517390357,20,0.86,0.22,0.2,100
26.666666666666657,171.35273787958843,20,0.81,0.14,0.13,100
26.666666666666657,180.02079058527332,20,0.68,0.15,0.11,100
26.666666666666657,188.6888432909582,20,0.77,0.23,0.17,100
26.666666666666657,197.3568959966431,20,0.99,0.24,0.24,100
26.666666666666657,206.024948702328,20,0.93,0.2,0.19,100
26.666666666666657,214.6930014080129,20,1.0,0.27,0.27,100
26.666666666666657,223.36105411369775,20,0.7,0.19,0.14,100
26.666666666666657,232.02910681938263,20,0.97,0.25,0.24,100
26.666666666666657,240.69715952506752,20,1.0,0.25,0.25,100
26.666666666666657,249.3652122307524,20,0.95,0.26,0.25,100
26.666666666666657,258.0332649364373,20,0.99,0.27,0.27,100
26.666666666666657,266.7013176421222,20,1.0,0.37,0.37,100
26.666666666666657,275.3693703478071,20,0.99,0.47,0.47,100
26.666666666666657,284.037423053492,20,0.89,0.4,0.38,100
37.77777777777777,50.0,20,0.7,0.12,0.07,100
37.77777777777777,58.668052705684886,20,0.91,0.17,0.17,100
37.77777777777777,67.33610541136977,20,0.6,0.12,0.06,100
37.77777777777777,76.00415811705466,20,0.91,0.12,0.1,100
37.77777777777777,84.67221082273954,20,0.84,0.12,0.11,100
37.77777777777777,93.34026352842444,20,0.5,0.12,0.09,100
37.77777777777777,102.00831623410932,20,0.39,0.12,0.07,100
37.77777777777777,110.67636893979422,20,0.57,0.12,0.09,100
37.77777777777777,119.3444216454791,20,1.0,0.16,0.16,100
37.77777777777777,128.01247435116397,20,0.84,0.14,0.13,100
37.77777777777777,136.68052705684886,20,1.0,0.18,0.18,100
37.77777777777777,145.34857976253377,20,0.84,0.16,0.14,100
37.77777777777777,154.01663246821866,20,0.61,0.14,0.13,100
37.77777777777777,162.68468517390357,20,0.91,0.17,0.15,100
37.77777777777777,171.35273787958843,20,0.59,0.18,0.1,100
37.77777777777777,180.02079058527332,20,0.56,0.2,0.11,100
37.77777777777777,188.6888432909582,20,0.62,0.16,0.1,100
37.77777777777777,197.3568959966431,20,0.54,0.14,0.1,100
37.77777777777777,206.024948702328,20,0.94,0.17,0.17,100
37.77777777777777,214.6930014080129,20,0.93,0.21,0.21,100
37.77777777777777,223.36105411369775,20,0.75,0.18,0.15,100
37.77777777777777,232.02910681938263,20,1.0,0.27,0.27,100
37.77777777777777,240.69715952506752,20,0.55,0.28,0.2,100
37.77777777777777,249.3652122307524,20,0.69,0.2,0.18,100
37.77777777777777,258.0332649364373,20,0.63,0.2,0.19,100
37.77777777777777,266.7013176421222,20,0.66,0.31,0.26,100
37.77777777777777,275.3693703478071,20,1.0,0.41,0.41,100
37.77777777777777,284.037423053492,20,1.0,0.41,0.41,100
48.888888888888886,50.0,20,0.65,0.1,0.07,100
48.888888888888886,58.668052705684886,20,0.91,0.1,0.08,100
48.888888888888886,67.33610541136977,20,0.5,0.12,0.06,100
48.888888888888886,76.00415811705466,20,0.88,0.11,0.11,100
48.888888888888886,84.67221082273954,20,0.81,0.11,0.09,100
48.888888888888886,93.34026352842444,20,0.58,0.1,0.09,100
48.888888888888886,102.00831623410932,20,0.39,0.13,0.06,100
48.888888888888886,110.67636893979422,20,0.57,0.15,0.07,100
48.888888888888886,119.3444216454791,20,0.48,0.18,0.11,100
48.888888888888886,128.01247435116397,20,0.82,0.25,0.21,100
48.888888888888886,136.68052705684886,20,1.0,0.18,0.18,100
48.888888888888886,145.34857976253377,20,0.67,0.33,0.25,100
48.888888888888886,154.01663246821866,20,0.97,0.27,0.27,100
48.888888888888886,162.68468517390357,20,0.96,0.24,0.23,100
48.888888888888886,171.35273787958843,20,0.45,0.23,0.11,100
48.888888888888886,180.02079058527332,20,0.91,0.16,0.16,100
48.888888888888886,188.6888432909582,20,0.89,0.2,0.17,100
48.888888888888886,197.3568959966431,20,0.94,0.19,0.16,100
48.888888888888886,206.024948702328,20,0.96,0.15,0.15,100
48.888888888888886,214.6930014080129,20,1.0,0.17,0.17,100
48.888888888888886,223.36105411369775,20,1.0,0.15,0.15,100
48.888888888888886,232.02910681938263,20,0.52,0.17,0.15,100
48.888888888888886,240.69715952506752,20,0.85,0.21,0.21,100
48.888888888888886,249.3652122307524,20,0.66,0.23,0.13,100
48.888888888888886,258.0332649364373,20,0.91,0.23,0.22,100
48.888888888888886,266.7013176421222,20,0.8,0.27,0.27,100
48.888888888888886,275.3693703478071,20,0.66,0.32,0.24,100
48.888888888888886,284.037423053492,20,1.0,0.35,0.35,100
60.0,50.0,20,0.82,0.11,0.09,100
60.0,58.668052705684886,20,0.86,0.1,0.09,100
60.0,67.33610541136977,20,0.74,0.11,0.07,100
60.0,76.00415811705466,20,0.84,0.16,0.13,100
60.0,84.67221082273954,20,0.81,0.14,0.12,100
60.0,93.34026352842444,20,0.61,0.16,0.11,100
60.0,102.00831623410932,20,0.5,0.21,0.11,100
60.0,110.67636893979422,20,0.42,0.13,0.08,100
60.0,119.3444216454791,20,0.55,0.17,0.07,100
60.0,128.01247435116397,20,0.57,0.23,0.16,100
60.0,136.68052705684886,20,0.96,0.22,0.21,100
60.0,145.34857976253377,20,0.39,0.19,0.1,100
60.0,154.01663246821866,20,0.94,0.28,0.27,100
60.0,162.68468517390357,20,0.97,0.21,0.2,100
60.0,171.35273787958843,20,1.0,0.17,0.17,100
60.0,180.02079058527332,20,0.84,0.33,0.29,100
60.0,188.6888432909582,20,0.94,0.14,0.14,100
60.0,197.3568959966431,20,1.0,0.14,0.14,100
60.0,206.024948702328,20,1.0,0.13,0.13,100
60.0,214.6930014080129,20,1.0,0.17,0.17,100
60.0,223.36105411369775,20,0.95,0.2,0.19,100
60.0,232.02910681938263,20,0.98,0.17,0.17,100
60.0,240.69715952506752,20,1.0,0.17,0.17,100
60.0,249.3652122307524,20,0.69,0.22,0.12,100
60.0,258.0332649364373,20,0.78,0.21,0.18,100
60.0,266.7013176421222,20,0.96,0.29,0.29,100
60.0,275.3693703478071,20,0.8,0.24,0.24,100
60.0,284.037423053492,20,0.82,0.3,0.3,100
-40.0,50.0,30,1.0,0.21,0.21,100
-40.0,58.668052705684886,30,0.99,0.25,0.25,100
-40.0,67.33610541136977,30,0.53,0.31,0.19,100
-40.0,76.00415811705466,30,0.76,0.35,0.27,100
-40.0,84.67221082273954,30,0.75,0.33,0.25,100
-40.0,93.34026352842444,30,0.59,0.36,0.24,100
-40.0,102.00831623410932,30,0.78,0.1,0.07,100
-40.0,110.67636893979422,30,1.0,0.15,0.15,100
-40.0,119.3444216454791,30,0.95,0.3,0.3,100
-40.0,128.01247435116397,30,0.97,0.25,0.24,100
-40.0,136.68052705684886,30,0.99,0.23,0.22,100
-40.0,145.34857976253377,30,0.95,0.24,0.23,100
-40.0,154.01663246821866,30,0.99,0.27,0.27,100
-40.0,162.68468517390357,30,0.81,0.2,0.15,100
-40.0,171.35273787958843,30,0.88,0.14,0.14,100
-40.0,180.02079058527332,30,0.97,0.25,0.24,100
-40.0,188.6888432909582,30,0.82,0.19,0.13,100
-40.0,197.3568959966431,30,0.99,0.16,0.16,100
-40.0,206.024948702328,30,0.61,0.17,0.11,100
-40.0,214.6930014080129,30,0.99,0.2,0.2,100
-40.0,223.36105411369775,30,0.83,0.26,0.26,100
-40.0,232.02910681938263,30,0.89,0.19,0.18,100
-40.0,240.69715952506752,30,0.53,0.22,0.13,100
-40.0,249.3652122307524,30,0.84,0.28,0.25,100
-40.0,258.0332649364373,30,1.0,0.24,0.24,100
-40.0,266.7013176421222,30,0.98,0.33,0.33,100
-40.0,275.3693703478071,30,0.98,0.42,0.4,100
-40.0,284.037423053492,30,0.55,0.22,0.2,100
-28.88888888888889,50.0,30,1.0,0.24,0.24,100
-28.88888888888889,58.668052705684886,30,0.97,0.26,0.24,100
-28.88888888888889,67.33610541136977,30,0.8,0.21,0.18,100
-28.88888888888889,76.00415811705466,30,0.42,0.29,0.14,100
-28.88888888888889,84.67221082273954,30,0.91,0.38,0.35,100
-28.88888888888889,93.34026352842444,30,0.64,0.39,0.27,100
-28.88888888888889,102.00831623410932,30,0.86,0.09,0.09,100
-28.88888888888889,110.67636893979422,30,0.96,0.24,0.24,100
-28.88888888888889,119.3444216454791,30,0.9,0.24,0.24,100
-28.88888888888889,128.01247435116397,30,0.97,0.28,0.26,100
-28.88888888888889,136.68052705684886,30,1.0,0.26,0.26,100
-28.88888888888889,145.34857976253377,30,0.96,0.29,0.27,100
-28.88888888888889,154.01663246821866,30,0.99,0.22,0.21,100
-28.88888888888889,162.68468517390357,30,0.91,0.22,0.19,100
-28.88888888888889,171.35273787958843,30,0.92,0.38,0.35,100
-28.88888888888889,180.02079058527332,30,0.95,0.2,0.2,100
-28.88888888888889,188.6888432909582,30,1.0,0.18,0.18,100
-28.88888888888889,197.3568959966431,30,0.82,0.22,0.17,100
-28.88888888888889,206.024948702328,30,0.55,0.26,0.18,100
-28.88888888888889,214.6930014080129,30,0.95,0.21,0.21,100
-28.88888888888889,223.36105411369775,30,0.95,0.25,0.25,100
-28.88888888888889,232.02910681938263,30,0.99,0.23,0.23,100
-28.88888888888889,240.69715952506752,30,0.63,0.25,0.17,100
-28.88888888888889,249.3652122307524,30,0.73,0.25,0.23,100
-28.88888888888889,258.0332649364373,30,0.73,0.29,0.27,100
-28.88888888888889,266.7013176421222,30,0.83,0.36,0.31,100
-28.88888888888889,275.3693703478071,30,0.95,0.36,0.36,100
-28.88888888888889,284.037423053492,30,1.0,0.36,0.36,100
-17.77777777777778,50.0,30,1.0,0.23,0.23,100
-17.77777777777778,58.668052705684886,30,0.67,0.27,0.14,100
-17.77777777777778,67.33610541136977,30,0.87,0.28,0.24,100
-17.77777777777778,76.00415811705466,30,0.78,0.25,0.21,100
-17.77777777777778,84.67221082273954,30,0.87,0.32,0.29,100
-17.77777777777778,93.34026352842444,30,0.65,0.37,0.26,100
-17.77777777777778,102.00831623410932,30,0.76,0.1,0.09,100
-17.77777777777778,110.67636893979422,30,0.78,0.18,0.18,100
-17.77777777777778,119.3444216454791,30,0.91,0.26,0.26,100
-17.77777777777778,128.01247435116397,30,0.99,0.21,0.21,100
-17.77777777777778,136.68052705684886,30,1.0,0.22,0.22,100
-17.77777777777778,145.34857976253377,30,0.97,0.24,0.23,100
-17.77777777777778,154.01663246821866,30,1.0,0.2,0.2,100
-17.77777777777778,162.68468517390357,30,0.95,0.14,0.13,100
-17.77777777777778,171.35273787958843,30,0.92,0.27,0.26,100
-17.77777777777778,180.02079058527332,30,0.96,0.24,0.24,100
-17.77777777777778,188.6888432909582,30,1.0,0.19,0.19,100
-17.77777777777778,197.3568959966431,30,0.84,0.18,0.16,100
-17.77777777777778,206.024948702328,30,1.0,0.22,0.22,100
-17.77777777777778,214.6930014080129,30,0.59,0.23,0.17,100
-17.77777777777778,223.36105411369775,30,0.55,0.27,0.17,100
-17.77777777777778,232.02910681938263,30,0.84,0.22,0.19,100
-17.77777777777778,240.69715952506752,30,0.89,0.23,0.2,100
-17.77777777777778,249.3652122307524,30,0.99,0.35,0.35,100
-17.77777777777778,258.0332649364373,30,0.98,0.35,0.34,100
-17.77777777777778,266.7013176421222,30,1.0,0.4,0.4,100
-17.77777777777778,275.3693703478071,30,1.0,0.5,0.5,100
-17.77777777777778,284.037423053492,30,0.99,0.42,0.42,100
-6.666666666666671,50.0,30,0.99,0.2,0.2,100
-6.666666666666671,58.668052705684886,30,0.66,0.23,0.16,100
-6.666666666666671,67.33610541136977,30,0.74,0.28,0.23,100
-6.666666666666671,76.00415811705466,30,0.93,0.29,0.25,100
-6.666666666666671,84.67221082273954,30,0.8,0.28,0.22,100
-6.666666666666671,93.34026352842444,30,0.64,0.2,0.13,100
-6.666666666666671,102.00831623410932,30,0.73,0.15,0.15,100
-6.666666666666671,110.67636893979422,30,0.79,0.19,0.18,100
-6.666666666666671,119.3444216454791,30,0.91,0.33,0.33,100
-6.666666666666671,128.01247435116397,30,0.95,0.22,0.2,100
-6.666666666666671,136.68052705684886,30,1.0,0.17,0.17,100
-6.666666666666671,145.34857976253377,30,0.82,0.24,0.22,100
-6.666666666666671,154.01663246821866,30,0.93,0.18,0.18,100
-6.666666666666671,162.68468517390357,30,0.84,0.19,0.16,100
-6.666666666666671,171.35273787958843,30,0.9,0.16,0.16,100
-6.666666666666671,180.02079058527332,30,0.75,0.26,0.19,100
-6.666666666666671,188.6888432909582,30,0.99,0.26,0.26,100
-6.666666666666671,197.3568959966431,30,0.85,0.16,0.12,100
-6.666666666666671,206.024948702328,30,0.95,0.25,0.24,100
-6.666666666666671,214.6930014080129,30,0.97,0.26,0.24,100
-6.666666666666671,223.36105411369775,30,0.63,0.22,0.14,100
-6.666666666666671,232.02910681938263,30,0.62,0.23,0.18,100
-6.666666666666671,240.69715952506752,30,0.89,0.28,0.28,100
-6.666666666666671,249.3652122307524,30,0.96,0.3,0.3,100
-6.666666666666671,258.0332649364373,30,0.87,0.31,0.26,100
-6.666666666666671,266.7013176421222,30,1.0,0.42,0.42,100
-6.666666666666671,275.3693703478071,30,0.94,0.54,0.52,100
-6.666666666666671,284.037423053492,30,1.0,0.46,0.46,100
4.444444444444443,50.0,30,0.96,0.2,0.2,100
4.444444444444443,58.668052705684886,30,0.86,0.29,0.27,100
4.444444444444443,67.33610541136977,30,0.55,0.17,0.1,100
4.444444444444443,76.00415811705466,30,0.94,0.23,0.22,100
4.444444444444443,84.67221082273954,30,0.8,0.2,0.15,100
4.444444444444443,93.34026352842444,30,0.59,0.16,0.1,100
4.444444444444443,102.00831623410932,30,0.66,0.12,0.12,100
4.444444444444443,110.67636893979422,30,0.59,0.14,0.13,100
4.444444444444443,119.3444216454791,30,0.78,0.27,0.23,100
4.444444444444443,128.01247435116397,30,0.79,0.15,0.13,100
4.444444444444443,136.68052705684886,30,1.0,0.21,0.21,100
4.444444444444443,145.34857976253377,30,0.84,0.17,0.15,100
4.444444444444443,154.01663246821866,30,0.97,0.22,0.22,100
4.444444444444443,162.68468517390357,30,0.84,0.25,0.21,100
4.444444444444443,171.35273787958843,30,0.93,0.2,0.17,100
4.444444444444443,180.02079058527332,30,0.81,0.19,0.15,100
4.444444444444443,188.6888432909582,30,0.97,0.23,0.22,100
4.444444444444443,197.3568959966431,30,0.73,0.19,0.19,100
4.444444444444443,206.024948702328,30,0.62,0.27,0.2,100
4.444444444444443,214.6930014080129,30,1.0,0.27,0.27,100
4.444444444444443,223.36105411369775,30,0.59,0.26,0.17,100
4.444444444444443,232.02910681938263,30,0.51,0.18,0.13,100
4.444444444444443,240.69715952506752,30,0.9,0.28,0.27,100
4.444444444444443,249.3652122307524,30,1.0,0.4,0.4,100
4.444444444444443,258.0332649364373,30,1.0,0.44,0.44,100
4.444444444444443,266.7013176421222,30,1.0,0.4,0.4,100
4.444444444444443,275.3693703478071,30,1.0,0.6,0.6,100
4.444444444444443,284.037423053492,30,1.0,0.38,0.38,100
15.555555555555555,50.0,30,0.91,0.18,0.17,100
15.555555555555555,58.668052705684886,30,0.97,0.2,0.19,100
15.555555555555555,67.33610541136977,30,0.69,0.22,0.15,100
15.555555555555555,76.00415811705466,30,0.98,0.16,0.16,100
15.555555555555555,84.67221082273954,30,0.79,0.18,0.14,100
15.555555555555555,93.34026352842444,30,0.51,0.12,0.07,100
15.555555555555555,102.00831623410932,30,0.47,0.11,0.1,100
15.555555555555555,110.67636893979422,30,0.58,0.21,0.18,100
15.555555555555555,119.3444216454791,30,0.9,0.25,0.24,100
15.555555555555555,128.01247435116397,30,0.63,0.18,0.18,100
15.555555555555555,136.68052705684886,30,1.0,0.18,0.18,100
15.555555555555555,145.34857976253377,30,0.79,0.18,0.15,100
15.555555555555555,154.01663246821866,30,0.94,0.19,0.19,100
15.555555555555555,162.68468517390357,30,0.81,0.19,0.16,100
15.555555555555555,171.35273787958843,30,0.91,0.15,0.15,100
15.555555555555555,180.02079058527332,30,0.76,0.19,0.13,100
15.555555555555555,188.6888432909582,30,0.97,0.25,0.25,100
15.555555555555555,197.3568959966431,30,0.95,0.21,0.21,100
15.555555555555555,206.024948702328,30,0.95,0.25,0.25,100
15.555555555555555,214.6930014080129,30,1.0,0.24,0.24,100
15.555555555555555,223.36105411369775,30,0.63,0.33,0.21,100
15.555555555555555,232.02910681938263,30,1.0,0.26,0.26,100
15.555555555555555,240.69715952506752,30,1.0,0.3,0.3,100
15.555555555555555,249.3652122307524,30,1.0,0.37,0.37,100
15.555555555555555,258.0332649364373,30,0.92,0.39,0.36,100
15.555555555555555,266.7013176421222,30,1.0,0.4,0.4,100
15.555555555555555,275.3693703478071,30,1.0,0.41,0.41,100
15.555555555555555,284.037423053492,30,1.0,0.56,0.56,100
26.666666666666657,50.0,30,0.79,0.13,0.11,100
26.666666666666657,58.668052705684886,30,0.96,0.16,0.16,100
26.666666666666657,67.33610541136977,30,0.67,0.13,0.08,100
26.666666666666657,76.00415811705466,30,0.95,0.1,0.1,100
26.666666666666657,84.67221082273954,30,0.72,0.13,0.09,100
26.666666666666657,93.34026352842444,30,1.0,0.34,0.34,100
26.666666666666657,102.00831623410932,30,1.0,0.23,0.23,100
26.666666666666657,110.67636893979422,30,1.0,0.15,0.15,100
26.666666666666657,119.3444216454791,30,1.0,0.17,0.17,100
26.666666666666657,128.01247435116397,30,0.6,0.13,0.1,100
26.666666666666657,136.68052705684886,30,1.0,0.19,0.19,100
26.666666666666657,145.34857976253377,30,0.85,0.21,0.17,100
26.666666666666657,154.01663246821866,30,0.88,0.17,0.17,100
26.666666666666657,162.68468517390357,30,0.91,0.24,0.22,100
26.666666666666657,171.35273787958843,30,0.9,0.21,0.19,100
26.666666666666657,180.02079058527332,30,0.58,0.17,0.1,100
26.666666666666657,188.6888432909582,30,0.87,0.26,0.24,100
26.666666666666657,197.3568959966431,30,1.0,0.26,0.26,100
26.666666666666657,206.024948702328,30,0.97,0.21,0.21,100
26.666666666666657,214.6930014080129,30,1.0,0.31,0.31,100
26.666666666666657,223.36105411369775,30,0.84,0.23,0.2,100
26.666666666666657,232.02910681938263,30,0.99,0.24,0.24,100
26.666666666666657,240.69715952506752,30,1.0,0.29,0.29,100
26.666666666666657,249.3652122307524,30,1.0,0.26,0.26,100
26.666666666666657,258.0332649364373,30,1.0,0.34,0.34,100
26.666666666666657,266.7013176421222,30,1.0,0.46,0.46,100
26.666666666666657,275.3693703478071,30,1.0,0.41,0.41,100
26.666666666666657,284.037423053492,30,0.91,0.42,0.42,100
37.77777777777777,50.0,30,0.76,0.12,0.09,100
37.77777777777777,58.668052705684886,30,0.98,0.13,0.13,100
37.77777777777777,67.33610541136977,30,0.5,0.13,0.07,100
37.77777777777777,76.00415811705466,30,0.96,0.13,0.12,100
37.77777777777777,84.67221082273954,30,0.89,0.13,0.1,100
37.77777777777777,93.34026352842444,30,0.59,0.11,0.09,100
37.77777777777777,102.00831623410932,30,0.35,0.14,0.06,100
37.77777777777777,110.67636893979422,30,0.65,0.16,0.12,100
37.77777777777777,119.3444216454791,30,1.0,0.15,0.15,100
37.77777777777777,128.01247435116397,30,0.89,0.16,0.14,100
37.77777777777777,136.68052705684886,30,1.0,0.18,0.18,100
37.77777777777777,145.34857976253377,30,0.92,0.17,0.17,100
37.77777777777777,154.01663246821866,30,0.73,0.17,0.17,100
37.77777777777777,162.68468517390357,30,0.96,0.21,0.2,100
37.77777777777777,171.35273787958843,30,0.67,0.19,0.13,100
37.77777777777777,180.02079058527332,30,0.75,0.21,0.18,100
37.77777777777777,188.6888432909582,30,0.67,0.17,0.12,100
37.77777777777777,197.3568959966431,30,0.54,0.16,0.12,100
37.77777777777777,206.024948702328,30,0.95,0.2,0.2,100
37.77777777777777,214.6930014080129,30,0.95,0.19,0.19,100
37.77777777777777,223.36105411369775,30,0.81,0.21,0.21,100
37.77777777777777,232.02910681938263,30,1.0,0.27,0.27,100
37.77777777777777,240.69715952506752,30,0.59,0.3,0.19,100
37.77777777777777,249.3652122307524,30,0.79,0.24,0.23,100
37.77777777777777,258.0332649364373,30,0.71,0.18,0.18,100
37.77777777777777,266.7013176421222,30,0.65,0.37,0.28,100
37.77777777777777,275.3693703478071,30,1.0,0.49,0.49,100
37.77777777777777,284.037423053492,30,1.0,0.43,0.43,100
48.888888888888886,50.0,30,0.79,0.11,0.1,100
48.888888888888886,58.668052705684886,30,0.97,0.11,0.11,100
48.888888888888886,67.33610541136977,30,0.63,0.11,0.07,100
48.888888888888886,76.00415811705466,30,0.95,0.13,0.12,100
48.888888888888886,84.67221082273954,30,0.89,0.12,0.12,100
48.888888888888886,93.34026352842444,30,0.69,0.14,0.1,100
48.888888888888886,102.00831623410932,30,0.43,0.17,0.08,100
48.888888888888886,110.67636893979422,30,0.69,0.16,0.1,100
48.888888888888886,119.3444216454791,30,0.47,0.16,0.06,100
48.888888888888886,128.01247435116397,30,0.8,0.28,0.24,100
48.888888888888886,136.68052705684886,30,1.0,0.26,0.26,100
48.888888888888886,145.34857976253377,30,0.81,0.32,0.27,100
48.888888888888886,154.01663246821866,30,0.96,0.28,0.27,100
48.888888888888886,162.68468517390357,30,0.96,0.25,0.24,100
48.888888888888886,171.35273787958843,30,0.51,0.23,0.1,100
48.888888888888886,180.02079058527332,30,0.96,0.2,0.2,100
48.888888888888886,188.6888432909582,30,0.91,0.21,0.19,100
48.888888888888886,197.3568959966431,30,0.92,0.21,0.17,100
48.888888888888886,206.024948702328,30,0.96,0.22,0.22,100
48.888888888888886,214.6930014080129,30,1.0,0.2,0.2,100
48.888888888888886,223.36105411369775,30,1.0,0.19,0.19,100
48.888888888888886,232.02910681938263,30,0.66,0.19,0.18,100
48.888888888888886,240.69715952506752,30,0.9,0.24,0.24,100
48.888888888888886,249.3652122307524,30,0.73,0.22,0.16,100
48.888888888888886,258.0332649364373,30,0.89,0.26,0.24,100
48.888888888888886,266.7013176421222,30,0.84,0.27,0.27,100
48.888888888888886,275.3693703478071,30,0.66,0.34,0.27,100
48.888888888888886,284.037423053492,30,1.0,0.36,0.36,100
60.0,50.0,30,0.89,0.12,0.12,100
60.0,58.668052705684886,30,0.93,0.1,0.09,100
60.0,67.33610541136977,30,0.83,0.09,0.08,100
60.0,76.00415811705466,30,0.82,0.1,0.09,100
60.0,84.67221082273954,30,0.86,0.18,0.16,100
60.0,93.34026352842444,30,0.69,0.18,0.15,100
60.0,102.00831623410932,30,0.57,0.18,0.1,100
60.0,110.67636893979422,30,0.42,0.21,0.09,100
60.0,119.3444216454791,30,0.49,0.19,0.09,100
60.0,128.01247435116397,30,0.54,0.25,0.17,100
60.0,136.68052705684886,30,0.98,0.27,0.27,100
60.0,145.34857976253377,30,0.47,0.28,0.19,100
60.0,154.01663246821866,30,0.91,0.36,0.34,100
60.0,162.68468517390357,30,0.99,0.2,0.2,100
60.0,171.35273787958843,30,1.0,0.18,0.18,100
60.0,180.02079058527332,30,0.92,0.39,0.37,100
60.0,188.6888432909582,30,0.98,0.16,0.16,100
60.0,197.3568959966431,30,1.0,0.16,0.16,100
60.0,206.024948702328,30,1.0,0.12,0.12,100
60.0,214.6930014080129,30,1.0,0.2,0.2,100
60.0,223.36105411369775,30,0.99,0.18,0.18,100
60.0,232.02910681938263,30,0.99,0.18,0.18,100
60.0,240.69715952506752,30,1.0,0.2,0.2,100
60.0,249.3652122307524,30,0.77,0.19,0.13,100
60.0,258.0332649364373,30,0.81,0.26,0.22,100
60.0,266.7013176421222,30,0.96,0.29,0.29,100
60.0,275.3693703478071,30,0.77,0.28,0.28,100
60.0,284.037423053492,30,0.92,0.35,0.34,100
-40.0,50.0,50,1.0,0.22,0.22,100
-40.0,58.668052705684886,50,1.0,0.23,0.23,100
-40.0,67.33610541136977,50,0.71,0.32,0.23,100
-40.0,76.00415811705466,50,0.82,0.42,0.37,100
-40.0,84.67221082273954,50,0.89,0.38,0.33,100
-40.0,93.34026352842444,50,0.74,0.39,0.31,100
-40.0,102.00831623410932,50,0.71,0.14,0.08,100
-40.0,110.67636893979422,50,0.98,0.2,0.2,100
-40.0,119.3444216454791,50,0.94,0.34,0.34,100
-40.0,128.01247435116397,50,1.0,0.37,0.37,100
-40.0,136.68052705684886,50,1.0,0.27,0.27,100
-40.0,145.34857976253377,50,0.99,0.28,0.28,100
-40.0,154.01663246821866,50,0.99,0.27,0.27,100
-40.0,162.68468517390357,50,0.79,0.27,0.17,100
-40.0,171.35273787958843,50,0.89,0.13,0.12,100
-40.0,180.02079058527332,50,1.0,0.3,0.3,100
-40.0,188.6888432909582,50,0.82,0.19,0.14,100
-40.0,197.3568959966431,50,1.0,0.18,0.18,100
-40.0,206.024948702328,50,0.57,0.18,0.11,100
-40.0,214.6930014080129,50,1.0,0.22,0.22,100
-40.0,223.36105411369775,50,0.92,0.33,0.33,100
-40.0,232.02910681938263,50,0.92,0.29,0.29,100
-40.0,240.69715952506752,50,0.59,0.21,0.17,100
-40.0,249.3652122307524,50,0.92,0.34,0.29,100
-40.0,258.0332649364373,50,1.0,0.36,0.36,100
-40.0,266.7013176421222,50,0.99,0.37,0.37,100
-40.0,275.3693703478071,50,1.0,0.44,0.44,100
-40.0,284.037423053492,50,0.63,0.25,0.25,100
-28.88888888888889,50.0,50,1.0,0.24,0.24,100
-28.88888888888889,58.668052705684886,50,0.98,0.37,0.35,100
-28.88888888888889,67.33610541136977,50,0.83,0.25,0.21,100
-28.88888888888889,76.00415811705466,50,0.56,0.39,0.23,100
-28.88888888888889,84.67221082273954,50,0.92,0.43,0.41,100
-28.88888888888889,93.34026352842444,50,0.63,0.44,0.31,100
-28.88888888888889,102.00831623410932,50,0.73,0.09,0.09,100
-28.88888888888889,110.67636893979422,50,0.89,0.19,0.19,100
-28.88888888888889,119.3444216454791,50,0.87,0.23,0.22,100
-28.88888888888889,128.01247435116397,50,1.0,0.41,0.41,100
-28.88888888888889,136.68052705684886,50,1.0,0.29,0.29,100
-28.88888888888889,145.34857976253377,50,1.0,0.33,0.33,100
-28.88888888888889,154.01663246821866,50,1.0,0.24,0.24,100
-28.88888888888889,162.68468517390357,50,0.93,0.18,0.17,100
-28.88888888888889,171.35273787958843,50,0.97,0.47,0.44,100
-28.88888888888889,180.02079058527332,50,0.98,0.22,0.2,100
-28.88888888888889,188.6888432909582,50,1.0,0.24,0.24,100
-28.88888888888889,197.3568959966431,50,0.8,0.25,0.18,100
